	Gene Name	Gene Start (bp)	Gene End (bp)	length
3892	AT1G16270	5562861	5568368	5507
3893	AT1G16290	5570753	5573958	3205
3894	AT1G16310	5578265	5580730	2465
3895	AT1G16320	5580821	5582154	1333
3896	AT1G16350	5590756	5593098	2342
3897	AT1G16360	5593270	5595814	2544
3898	AT1G16460	5619545	5622674	3129
3899	AT1G16445	5617786	5619456	1670
3900	AT1G16480	5625699	5629013	3314
3901	AT1G16500	5638779	5640202	1423
3902	AT1G16510	5644572	5645443	871
3903	AT1G16515	5647462	5648114	652
3904	AT1G16520	5648636	5651167	2531
3905	AT1G16560	5668384	5670708	2324
3906	AT1G16570	5670577	5673600	3023
3907	AT1G16630	5681973	5684909	2936
3908	AT1G16640	5686525	5687727	1202
3909	AT1G16650	5687871	5691369	3498
3910	AT1G16670	5697216	5699870	2654
3911	AT1G16680	5702153	5705892	3739
3912	AT1G16690	5705897	5709563	3666
3913	AT1G16700	5709624	5712043	2419
3914	AT1G16705	5712022	5713752	1730
3915	AT1G16740	5727622	5729115	1493
3916	AT1G16750	5729057	5731934	2877
3917	AT1G16760	5734190	5737704	3514
3918	AT1G16770	5737839	5739377	1538
3919	AT1G16790	5744335	5745259	924
3920	AT1G16800	5744484	5755468	10984
3921	AT1G16810	5755588	5756895	1307
3922	AT1G16825	5758855	5760509	1654
3923	AT1G16830	5760626	5762619	1993
3924	AT1G16850	5764807	5765798	991
3925	AT1G16860	5767300	5770602	3302
3926	AT1G16870	5770732	5773322	2590
3927	AT1G16905	5782455	5783840	1385
3928	AT1G16916	5786557	5787329	772
3929	AT1G16930	5789679	5791752	2073
3930	AT1G16940	5791983	5793491	1508
3931	AT1G16945	5793905	5794197	292
3932	AT1G17010	5817567	5819352	1785
3933	AT1G17030	5822309	5824464	2155
3934	AT1G17020	5820080	5822013	1933
3935	AT1G17065	5832303	5834030	1727
3936	AT1G17080	5840269	5841745	1476
3937	AT1G17090	5842168	5844367	2199
3938	AT1G17130	5854093	5856697	2604
3939	AT1G17140	5856573	5858550	1977
3940	AT1G17145	5860078	5862890	2812
3941	AT1G17147	5863109	5864059	950
3942	AT1G17150	5865707	5867495	1788
3943	AT1G17230	5890616	5895141	4525
3944	AT1G17270	5909085	5911708	2623
3945	AT1G17300	5926636	5927784	1148
3946	AT1G17310	5927925	5928833	908
3947	AT1G17330	5929826	5931926	2100
3948	AT1G17340	5933780	5938817	5037
3949	AT1G17345	5940292	5941525	1233
3950	AT1G17350	5941549	5944465	2916
3951	AT1G17360	5946448	5951561	5113
3952	AT1G17400	5960471	5962481	2010
3953	AT1G17410	5968410	5969995	1585
3954	AT1G17430	5982145	5984013	1868
3955	AT1G17450	5988280	5997033	8753
3956	AT1G17490	6008437	6009420	983
3957	AT1G17500	6017808	6023503	5695
3958	AT1G17510	6023504	6024309	805
3959	AT1G17520	6024636	6027565	2929
3960	AT1G17540	6029138	6032860	3722
3961	AT1G17545	6033109	6033908	799
3962	AT1G17600	6052936	6058114	5178
3963	AT1G17610	6054922	6058357	3435
3964	AT1G17620	6061895	6063362	1467
3965	AT1G17630	6064482	6067151	2669
3966	AT1G17640	6067086	6069392	2306
3967	AT1G17665	6072153	6074525	2372
3968	AT1G17680	6076071	6082395	6324
3969	AT1G17744	6100961	6101983	1022
3970	AT1G17780	6123567	6125339	1772
3971	AT1G17790	6125278	6127567	2289
3972	AT1G17820	6131537	6135345	3808
3973	AT1G17830	6135751	6138500	2749
3974	AT1G17850	6145926	6148940	3014
3975	AT1G17860	6149178	6150038	860
3976	AT1G17910	6159126	6161615	2489
3977	AT1G17930	6166220	6168845	2625
3978	AT1G17940	6169285	6173273	3988
3979	AT1G17960	6180865	6183806	2941
3980	AT1G17990	6192033	6194093	2060
3981	AT1G17970	6184717	6187499	2782
3982	AT1G18000	6194426	6196343	1917
3983	AT1G18010	6199690	6201759	2069
3984	AT1G18020	6202235	6204234	1999
3985	AT1G18030	6204259	6206988	2729
3986	AT1G18050	6209771	6211588	1817
3987	AT1G18040	6206871	6209528	2657
3988	AT1G18060	6211832	6213591	1759
3989	AT1G18070	6213651	6218384	4733
3990	AT1G18090	6224405	6227822	3417
3991	AT1G18130	6235895	6238799	2904
3992	AT1G18150	6244298	6247830	3532
3993	AT1G18160	6248619	6254080	5461
3994	AT1G18170	6254094	6255734	1640
3995	AT1G18180	6255736	6257900	2164
3996	AT1G18193	6262602	6263258	656
3997	AT1G18197	6263682	6264925	1243
3998	AT1G18210	6266609	6268939	2330
3999	AT1G18265	6282233	6283348	1115
4000	AT1G18270	6283370	6293993	10623
4001	AT1G18280	6294160	6295372	1212
4002	AT1G18290	6297219	6298328	1109
4003	AT1G18310	6301200	6303956	2756
4004	AT1G18335	6308925	6311373	2448
4005	AT1G18340	6311443	6313931	2488
4006	AT1G18360	6316695	6319427	2732
4007	AT1G18390	6325536	6330179	4643
4008	AT1G18410	6336300	6342527	6227
4009	AT1G18420	6343330	6345689	2359
4010	AT1G18440	6345974	6347918	1944
4011	AT1G18460	6352325	6356113	3788
4012	AT1G18470	6355695	6360344	4649
4013	AT1G18485	6363042	6366263	3221
4014	AT1G18486	6366397	6366753	356
4015	AT1G18490	6366520	6368879	2359
4016	AT1G18540	6376639	6378580	1941
4017	AT1G18560	6385186	6388180	2994
4018	AT1G18610	6405607	6409532	3925
4019	AT1G18660	6420856	6425898	5042
4020	AT1G18680	6431938	6433552	1614
4021	AT1G18700	6437474	6444076	6602
4022	AT1G18720	6457775	6460405	2630
4023	AT1G18740	6463849	6465476	1627
4024	AT1G18760	6471150	6471824	674
4025	AT1G18770	6473370	6474048	678
4026	AT1G18773	6474802	6475979	1177
4027	AT1G18780	6476258	6477235	977
4028	AT1G18830	6489233	6494634	5401
4029	AT1G18850	6504677	6506542	1865
4030	AT1G18871	6519309	6519485	176
4031	AT1G18900	6528984	6532697	3713
4032	AT1G18910	6532559	6538145	5586
4033	AT1G18940	6543781	6545802	2021
4034	AT1G18950	6546177	6552108	5931
4035	AT1G18960	6552752	6554036	1284
4036	AT1G18975	6554683	6557974	3291
4037	AT1G18980	6557181	6558115	934
4038	AT1G18990	6558574	6560561	1987
4039	AT1G19000	6560491	6562791	2300
4040	AT1G19010	6565494	6567662	2168
4041	AT1G19020	6568002	6568705	703
4042	AT1G19025	6568674	6570939	2265
4043	AT1G19040	6576077	6577413	1336
4044	AT1G19070	6584454	6584705	251
4045	AT1G19086	6588542	6589338	796
4046	AT1G19110	6602105	6606028	3923
4047	AT1G19115	6606237	6607943	1706
4048	AT1G19130	6609325	6610613	1288
4049	AT1G19140	6610652	6612609	1957
4050	AT1G19170	6616602	6619006	2404
4051	AT1G19200	6625012	6626217	1205
4052	AT1G19210	6626794	6627688	894
4053	AT1G19230	6643942	6649375	5433
4054	AT1G19260	6657260	6659569	2309
4055	AT1G19290	6666074	6669576	3502
4056	AT1G19320	6679281	6680252	971
4057	AT1G19330	6680423	6683559	3136
4058	AT1G19340	6684467	6687116	2649
4059	AT1G19370	6692724	6695055	2331
4060	AT1G19380	6697874	6698858	984
4061	AT1G19390	6700756	6703368	2612
4062	AT1G19394	6709773	6710670	897
4063	AT1G19396	6709778	6711788	2010
4064	AT1G19397	6710851	6711787	936
4065	AT1G19400	6712022	6714483	2461
4066	AT1G19410	6714492	6716439	1947
4067	AT1G19430	6724413	6728075	3662
4068	AT1G19450	6731411	6735024	3613
4069	AT1G19460	6738484	6739734	1250
4070	AT1G19480	6744353	6746635	2282
4071	AT1G19485	6746778	6751609	4831
4072	AT1G19520	6759859	6762847	2988
4073	AT1G19490	6751544	6754073	2529
4074	AT1G19500	6754665	6755684	1019
4075	AT1G19530	6763765	6765049	1284
4076	AT1G19540	6765653	6768290	2637
4077	AT1G19550	6767451	6768158	707
4078	AT1G19565	6772084	6773131	1047
4079	AT1G19600	6778887	6781222	2335
4080	AT1G19620	6784020	6785075	1055
4081	AT1G19650	6796137	6799764	3627
4082	AT1G19660	6799969	6802906	2937
4083	AT1G19680	6805430	6807862	2432
4084	AT1G19690	6807715	6809642	1927
4085	AT1G19710	6814704	6816876	2172
4086	AT1G19715	6816702	6819542	2840
4087	AT1G19720	6819564	6822711	3147
4088	AT1G19740	6824246	6825459	1213
4089	AT1G19750	6826830	6830330	3500
4090	AT1G19830	6852116	6852945	829
4091	AT1G19835	6855899	6860563	4664
4092	AT1G19840	6872275	6873358	1083
4093	AT1G19860	6891382	6894752	3370
4094	AT1G19880	6900337	6904155	3818
4095	AT1G19900	6906899	6908805	1906
4096	AT1G19930	6917020	6918138	1118
4097	AT1G19920	6914518	6916823	2305
4098	AT1G19960	6927736	6928656	920
4099	AT1G19970	6931012	6932826	1814
4100	AT1G19980	6933015	6935053	2038
4101	AT1G20030	6945425	6947344	1919
4102	AT1G20060	6950393	6956400	6007
4103	AT1G20065	6956374	6958075	1701
4104	AT1G20070	6958010	6959148	1138
4105	AT1G20100	6969025	6971036	2011
4106	AT1G20090	6966842	6969009	2167
4107	AT1G20110	6971424	6975130	3706
4108	AT1G20120	6975339	6977267	1928
4109	AT1G20130	6977753	6980241	2488
4110	AT1G20132	6981264	6983627	2363
4111	AT1G20135	6984042	6985703	1661
4112	AT1G20180	6996176	6997943	1767
4113	AT1G20200	7001087	7004432	3345
4114	AT1G20220	7004824	7007717	2893
4115	AT1G20225	7007756	7009380	1624
4116	AT1G20230	7009568	7012107	2539
4117	AT1G20240	7012113	7015216	3103
4118	AT1G20270	7020664	7023162	2498
4119	AT1G20280	7023682	7024439	757
4120	AT1G20290	7025548	7029698	4150
4121	AT1G20370	7051577	7053745	2168
4122	AT1G20380	7061442	7065242	3800
4123	AT1G20400	7072192	7076619	4427
4124	AT1G20405	7077116	7077606	490
4125	AT1G20410	7078804	7082566	3762
4126	AT1G20430	7083012	7083910	898
4127	AT1G20460	7090941	7093442	2501
4128	AT1G20470	7094260	7094869	609
4129	AT1G20490	7097211	7099892	2681
4130	AT1G20500	7100502	7102915	2413
4131	AT1G20520	7106922	7107617	695
4132	AT1G20530	7108203	7110634	2431
4133	AT1G20540	7112611	7115362	2751
4134	AT1G20550	7115241	7118331	3090
4135	AT1G20570	7121853	7126559	4706
4136	AT1G20580	7128867	7130799	1932
4137	AT1G20590	7131166	7132465	1299
4138	AT1G20600	7133111	7134454	1343
4139	AT1G20630	7146636	7150180	3544
4140	AT1G20640	7154410	7158287	3877
4141	AT1G20670	7164082	7168041	3959
4142	AT1G20650	7157826	7160590	2764
4143	AT1G20680	7169309	7170856	1547
4144	AT1G20683	7172515	7172835	320
4145	AT1G20687	7173009	7173340	331
4146	AT1G20690	7174438	7176377	1939
4147	AT1G20696	7179273	7181574	2301
4148	AT1G20720	7185288	7192841	7553
4149	AT1G20730	7194172	7195609	1437
4150	AT1G20735	7197491	7198681	1190
4151	AT1G20740	7200332	7201737	1405
4152	AT1G20750	7203302	7209013	5711
4153	AT1G20760	7209298	7214993	5695
4154	AT1G20790	7220880	7222432	1552
4155	AT1G20795	7226310	7227566	1256
4156	AT1G20800	7228718	7230240	1522
4157	AT1G20823	7238693	7239698	1005
4158	AT1G20870	7259023	7261524	2501
4159	AT1G20875	7261481	7261681	200
4160	AT1G20880	7262009	7265555	3546
4161	AT1G20910	7276943	7281236	4293
4162	AT1G20920	7285042	7289943	4901
4163	AT2G04280	1480068	1482089	2021
4164	AT1G20923	7289730	7290390	660
4165	AT1G20925	7289973	7292580	2607
4166	AT2G04300	1493009	1497016	4007
4167	AT1G20950	7297239	7301633	4394
4168	AT1G20970	7313901	7319921	6020
4169	AT1G20990	7330256	7332100	1844
4170	AT1G21060	7371657	7374114	2457
4171	AT1G21065	7374115	7375789	1674
4172	AT1G21070	7375869	7378227	2358
4173	AT1G21080	7378538	7382661	4123
4174	AT1G21090	7384560	7386580	2020
4175	AT1G21140	7404328	7405426	1098
4176	AT1G21150	7406218	7407870	1652
4177	AT1G21160	7407931	7413295	5364
4178	AT1G21200	7421148	7423673	2525
4179	AT1G21245	7436842	7437342	500
4180	AT1G21280	7447490	7448483	993
4181	AT1G21313	7453735	7454256	521
4182	AT1G21320	7462327	7466164	3837
4183	AT1G21323	7466694	7467359	665
4184	AT1G21326	7468765	7469995	1230
4185	AT1G21340	7476022	7476899	877
4186	AT1G21350	7476902	7479258	2356
4187	AT1G21370	7483781	7485666	1885
4188	AT1G21380	7485636	7488780	3144
4189	AT1G21395	7491965	7492351	386
4190	AT1G21400	7493213	7496741	3528
4191	AT1G21410	7496998	7499616	2618
4192	AT1G21440	7502082	7504275	2193
4193	AT1G21470	7516009	7517637	1628
4194	AT1G21475	7523972	7524721	749
4195	AT1G21480	7518946	7521552	2606
4196	AT1G21500	7529705	7531108	1403
4197	AT1G21520	7534019	7534927	908
4198	AT1G21528	7542615	7543077	462
4199	AT1G21540	7548450	7550741	2291
4200	AT1G21550	7552987	7553975	988
4201	AT1G21560	7554671	7557112	2441
4202	AT1G21580	7557140	7565914	8774
4203	AT1G21590	7566229	7570014	3785
4204	AT1G21610	7573830	7578963	5133
4205	AT1G21630	7581008	7588153	7145
4206	AT1G21651	7600805	7604215	3410
4207	AT1G21660	7605620	7609223	3603
4208	AT1G21670	7610241	7612721	2480
4209	AT1G21680	7612834	7615374	2540
4210	AT1G21695	7618862	7619919	1057
4211	AT1G21730	7630107	7636658	6551
4212	AT1G21738	7640992	7641225	233
4213	AT1G21740	7640906	7645240	4334
4214	AT1G21770	7651646	7652288	642
4215	AT1G21780	7651882	7654014	2132
4216	AT1G21790	7654088	7655981	1893
4217	AT1G21810	7656319	7659167	2848
4218	AT1G21830	7660947	7662725	1778
4219	AT1G21835	7665664	7665936	272
4220	AT1G21864	7675502	7675971	469
4221	AT1G21866	7677499	7677959	460
4222	AT1G21920	7704173	7706254	2081
4223	AT1G21925	7710423	7710725	302
4224	AT1G21930	7712819	7714459	1640
4225	AT1G22015	7750994	7753519	2525
4226	AT1G21990	7740530	7742106	1576
4227	AT1G22010	7749571	7750062	491
4228	AT1G22030	7759077	7760929	1852
4229	AT1G22040	7767924	7770216	2292
4230	AT1G22060	7773063	7781539	8476
4231	AT1G22065	7785708	7786477	769
4232	AT1G22080	7792192	7795440	3248
4233	AT1G22100	7798023	7800228	2205
4234	AT1G22110	7800507	7804061	3554
4235	AT1G22120	7806309	7809632	3323
4236	AT1G22140	7814663	7815722	1059
4237	AT1G22160	7823066	7823971	905
4238	AT1G22170	7826268	7828326	2058
4239	AT1G22180	7828326	7830424	2098
4240	AT1G22190	7835781	7837411	1630
4241	AT1G22200	7837563	7840898	3335
4242	AT1G22230	7849776	7851164	1388
4243	AT1G22275	7867067	7872715	5648
4244	AT1G22270	7865435	7866176	741
4245	AT1G22290	7876640	7877962	1322
4246	AT1G22330	7886323	7889534	3211
4247	AT1G22410	7911843	7915004	3161
4248	AT1G22420	7916076	7917518	1442
4249	AT1G22430	7919077	7921893	2816
4250	AT1G22440	7922276	7925097	2821
4251	AT1G22460	7927287	7930657	3370
4252	AT1G22470	7932777	7933604	827
4253	AT1G22480	7933973	7935382	1409
4254	AT1G22490	7938195	7940805	2610
4255	AT1G22510	7950818	7952832	2014
4256	AT1G22530	7955445	7958564	3119
4257	AT1G22520	7952974	7954546	1572
4258	AT1G22540	7963813	7966436	2623
4259	AT1G22550	7966500	7968692	2192
4260	AT1G22570	7976424	7978810	2386
4261	AT1G22600	7987141	7989217	2076
4262	AT1G22610	7994262	7997588	3326
4263	AT1G22630	8003223	8004304	1081
4264	AT1G22660	8017281	8021930	4649
4265	AT1G22670	8021835	8023516	1681
4266	AT1G22690	8027126	8028168	1042
4267	AT1G22700	8028158	8030136	1978
4268	AT1G22720	8044232	8045665	1433
4269	AT1G22730	8046073	8049039	2966
4270	AT1G22750	8050770	8052930	2160
4271	AT1G22790	8069377	8071593	2216
4272	AT1G22800	8071789	8074357	2568
4273	AT1G22810	8074231	8075037	806
4274	AT1G22830	8075996	8079137	3141
4275	AT1G22850	8080482	8082882	2400
4276	AT1G22860	8083184	8089273	6089
4277	AT1G22870	8089267	8094505	5238
4278	AT1G22882	8098392	8101464	3072
4279	AT1G22885	8101424	8102500	1076
4280	AT1G22890	8102728	8103588	860
4281	AT1G22910	8104993	8108361	3368
4282	AT1G22930	8117286	8122151	4865
4283	AT1G22950	8125023	8127286	2263
4284	AT1G22960	8127442	8130456	3014
4285	AT1G22970	8130598	8132435	1837
4286	AT1G22980	8132396	8134388	1992
4287	AT1G23000	8143227	8145174	1947
4288	AT1G23030	8156504	8159185	2681
4289	AT1G23037	8162414	8163149	735
4290	AT1G23040	8164782	8166716	1934
4291	AT1G23050	8168443	8169267	824
4292	AT1G23070	8173823	8175819	1996
4293	AT1G23100	8195776	8196475	699
4294	AT1G23110	8196447	8198331	1884
4295	AT1G23120	8198586	8199616	1030
4296	AT1G23130	8200321	8201246	925
4297	AT1G23140	8202146	8203301	1155
4298	AT1G23160	8209226	8211486	2260
4299	AT1G23170	8212556	8215807	3251
4300	AT1G23180	8215721	8219641	3920
4301	AT1G23190	8219808	8224547	4739
4302	AT1G23200	8227133	8229661	2528
4303	AT1G23201	8230047	8230978	931
4304	AT1G23205	8233953	8235019	1066
4305	AT1G23220	8242369	8244403	2034
4306	AT1G23230	8244418	8251937	7519
4307	AT1G23240	8252702	8254637	1935
4308	AT1G23250	8255127	8256770	1643
4309	AT1G23280	8260608	8262795	2187
4310	AT1G23300	8262939	8266048	3109
4311	AT1G23330	8279554	8282421	2867
4312	AT1G23340	8283644	8286969	3325
4313	AT1G23350	8293020	8294264	1244
4314	AT1G23400	8311984	8315876	3892
4315	AT1G23390	8308965	8310916	1951
4316	AT1G23410	8314853	8315737	884
4317	AT1G23440	8321611	8324497	2886
4318	AT1G23450	8324698	8326697	1999
4319	AT1G23460	8326747	8329782	3035
4320	AT1G23465	8329924	8331104	1180
4321	AT1G23500	8339668	8341072	1404
4322	AT1G23490	8336593	8338827	2234
4323	AT1G23510	8341388	8342796	1408
4324	AT1G23520	8343424	8344839	1415
4325	AT1G23530	8345595	8346733	1138
4326	AT1G23560	8352615	8354619	2004
4327	AT1G23570	8354806	8356507	1701
4328	AT1G23580	8357446	8358805	1359
4329	AT1G23590	8359125	8360645	1520
4330	AT1G23610	8362864	8363675	811
4331	AT1G23640	8366941	8368381	1440
4332	AT1G23650	8371020	8371106	86
4333	AT1G23670	8373239	8375897	2658
4334	AT1G23680	8376687	8377156	469
4335	AT1G23690	8377262	8378769	1507
4336	AT1G23700	8378972	8382290	3318
4337	AT1G23710	8385188	8386522	1334
4338	AT1G23720	8388297	8391623	3326
4339	AT1G23770	8405214	8406266	1052
4340	AT1G23790	8409945	8412079	2134
4341	AT1G23810	8417495	8418566	1071
4342	AT1G23830	8422960	8424088	1128
4343	AT1G23840	8424142	8425385	1243
4344	AT1G23850	8425724	8427235	1511
4345	AT1G23880	8435657	8438811	3154
4346	AT1G23890	8438766	8440866	2100
4347	AT1G23910	8451068	8451289	221
4348	AT1G23915	8457659	8458946	1287
4349	AT1G23935	8461757	8469573	7816
4350	AT2G44970	18548813	18552171	3358
4351	AT1G23950	8469533	8471417	1884
4352	AT2G44920	18524311	18526827	2516
4353	AT2G44930	18529488	18531752	2264
4354	AT2G44980	18552173	18556674	4501
4355	AT2G44990	18558885	18561621	2736
4356	AT2G45010	18567852	18569859	2007
4357	AT2G45030	18572191	18576970	4779
4358	AT2G45060	18584291	18586873	2582
4359	AT2G45100	18595178	18598481	3303
4360	AT2G45220	18644061	18646606	2545
4361	AT2G45270	18666409	18669873	3464
4362	AT2G45290	18672497	18676484	3987
4363	AT2G45300	18677311	18681889	4578
4364	AT2G45320	18684116	18686197	2081
4365	AT2G45340	18691664	18694725	3061
4366	AT2G45380	18699428	18703093	3665
4367	AT2G45460	18736803	18741916	5113
4368	AT2G45500	18749352	18752866	3514
4369	AT2G45540	18757489	18772906	15417
4370	AT2G45620	18792864	18795904	3040
4371	AT2G45670	18814660	18818545	3885
4372	AT2G45700	18826937	18830664	3727
4373	AT2G45720	18833086	18836374	3288
4374	AT2G45730	18836264	18839273	3009
4375	AT2G45750	18842516	18845576	3060
4376	AT2G45810	18859472	18862970	3498
4377	AT2G45840	18869153	18871786	2633
4378	AT2G45850	18871479	18873972	2493
4379	AT2G45870	18875736	18877679	1943
4380	AT2G45910	18894030	18898528	4498
4381	AT2G45920	18898629	18901326	2697
4382	AT2G45990	18919316	18921511	2195
4383	AT2G46040	18935236	18938447	3211
4384	AT2G46060	18941099	18945112	4013
4385	AT2G46160	18962743	18964689	1946
4386	AT2G46170	18965068	18967271	2203
4387	AT2G46200	18974367	18979061	4694
4388	AT2G46250	18991171	18993371	2200
4389	AT2G46290	19005771	19007952	2181
4390	AT2G46308	19011167	19011355	188
4391	AT2G46320	19015808	19018491	2683
4392	AT2G46380	19039024	19042348	3324
4393	AT2G46420	19053470	19057162	3692
4394	AT2G46470	19072277	19075124	2847
4395	AT2G46520	19096413	19100373	3960
4396	AT2G46550	19111961	19114227	2266
4397	AT2G46560	19115322	19125856	10534
4398	AT2G46567	19126641	19126751	110
4399	AT2G46620	19138769	19140849	2080
4400	AT2G46630	19145218	19147147	1929
4401	AT2G46640	19148662	19151080	2418
4402	AT2G46700	19182653	19186812	4159
4403	AT2G46780	19229070	19231539	2469
4404	AT2G46810	19239694	19242772	3078
4405	AT2G46850	19251066	19253484	2418
4406	AT2G46900	19269558	19272263	2705
4407	AT2G46915	19273899	19277773	3874
4408	AT2G46920	19277884	19281811	3927
4409	AT2G46930	19283456	19286400	2944
4410	AT2G47010	19317126	19319397	2271
4411	AT2G47020	19319685	19322507	2822
4412	AT2G47070	19336653	19340869	4216
4413	AT2G47090	19341225	19344343	3118
4414	AT2G47210	19377719	19382436	4717
4415	AT2G47250	19399648	19403044	3396
4416	AT2G47310	19423589	19427277	3688
4417	AT2G47330	19428897	19431821	2924
4418	AT2G47350	19433725	19437544	3819
4419	AT2G47390	19441992	19446365	4373
4420	AT2G47410	19448139	19457303	9164
4421	AT2G47440	19469571	19472006	2435
4422	AT2G47470	19481254	19484015	2761
4423	AT2G47500	19492867	19498189	5322
4424	AT2G47550	19508929	19511792	2863
4425	AT2G47610	19529743	19531677	1934
4426	AT2G47630	19534473	19537074	2601
4427	AT2G47680	19545656	19551171	5515
4428	AT2G47720	19556624	19557139	515
4429	AT2G47790	19570964	19573027	2063
4430	AT2G47820	19587137	19590822	3685
4431	AT2G47830	19590816	19594014	3198
4432	AT2G47850	19595529	19598664	3135
4433	AT2G47885	19605181	19605423	242
4434	AT2G47890	19607996	19610287	2291
4435	AT2G47940	19617986	19622301	4315
4436	AT2G47960	19625459	19629183	3724
4437	AT2G47970	19629217	19631188	1971
4438	AT2G48000	19638812	19641022	2210
4439	AT2G48010	19641351	19643899	2548
4440	AT2G48030	19647523	19650313	2790
4441	AT2G48080	19664990	19667192	2202
4442	AT2G48100	19670378	19673292	2914
4443	AT2G48130	19682456	19686056	3600
4444	AT2G48160	19689324	19696821	7497
4445	AT3G01010	4342	4818	476
4446	AT3G01015	1609	4159	2550
4447	AT3G01040	8723	12697	3974
4448	AT3G01060	16631	18909	2278
4449	AT3G01085	27926	31114	3188
4450	AT3G01130	44045	45809	1764
4451	AT3G01140	46330	48296	1966
4452	AT3G01150	51496	54544	3048
4453	AT3G01160	54524	57541	3017
4454	AT3G01175	59423	62291	2868
4455	AT3G01180	62245	66111	3866
4456	AT3G01185	66151	66980	829
4457	AT3G01230	76631	77411	780
4458	AT3G01250	79297	80173	876
4459	AT3G01260	80003	82182	2179
4460	AT3G01270	82581	84901	2320
4461	AT3G01290	87684	89593	1909
4462	AT3G01300	90396	93588	3192
4463	AT3G01310	93995	102010	8015
4464	AT3G01319	106296	106436	140
4465	AT3G01322	114260	114604	344
4466	AT3G01323	121057	121503	446
4467	AT3G01324	122118	122480	362
4468	AT3G01325	123369	123741	372
4469	AT3G01327	116226	116568	342
4470	AT3G01330	124319	126876	2557
4471	AT3G01329	118849	119178	329
4472	AT3G01331	119546	120010	464
4473	AT3G01340	127303	128994	1691
4474	AT3G01350	134925	137460	2535
4475	AT3G01360	136399	138799	2400
