Gene Name	Gene Start (bp)	Gene End (bp)
AT2G17580	7646372	7650387
AT2G17590	7651015	7653219
AT2G17650	7670878	7673152
AT2G17670	7674319	7676276
AT2G17695	7682781	7685202
AT2G17760	7713234	7716505
AT2G17787	7731075	7733137
AT2G17930	7784288	7802604
AT2G17970	7818818	7821387
AT2G17972	7821585	7822330
AT2G18000	7828976	7830898
AT2G17990	7826811	7828827
AT2G18025	7838773	7839199
AT2G18090	7864175	7867820
AT3G07950	2531773	2534545
AT2G18100	7867828	7871801
AT2G18180	7910703	7913861
AT2G18190	7913955	7915872
AT2G18193	7917413	7919345
AT2G18196	7920440	7922593
AT2G18220	7928015	7931953
AT2G18245	7936990	7939664
AT2G18330	7965635	7969108
AT2G18360	7976700	7979430
AT2G18410	7990618	7992774
AT2G18465	8002891	8004866
AT2G18480	8009101	8011277
AT2G18540	8042096	8045033
AT2G18560	8059106	8061073
AT2G18570	8063023	8065015
AT2G18630	8080354	8082901
AT2G18685	8094824	8095027
AT2G18690	8097420	8099393
AT2G18720	8114785	8117085
AT2G18721	8116999	8117106
AT2G18750	8125128	8128702
AT2G18770	8134566	8136646
AT2G18830	8156204	8156401
AT2G18840	8158106	8160091
AT2G18850	8160600	8163762
AT2G18860	8163942	8166006
AT2G18876	8169546	8172523
AT2G18940	8203705	8206478
AT2G18890	8183638	8186851
AT2G18900	8188237	8192536
AT2G18950	8207199	8210513
AT2G18980	8233335	8235440
AT2G19010	8242951	8245581
AT2G19050	8253333	8255676
AT2G19060	8256921	8260545
AT2G19080	8262696	8265138
AT2G19120	8286625	8292498
AT2G19130	8293640	8296485
AT2G19150	8305100	8307580
AT2G19160	8309533	8314008
AT2G19190	8326049	8329944
AT2G19210	8335639	8339307
AT2G19230	8343452	8348431
AT2G19260	8356092	8360212
AT2G19280	8362387	8366144
AT2G19300	8368040	8368219
AT2G19320	8370691	8371108
AT2G19340	8373766	8375955
AT2G19360	8378664	8383374
AT2G19380	8383807	8387012
AT2G19400	8399100	8402664
AT2G19420	8411701	8413883
AT2G19440	8418078	8420195
AT2G19540	8461748	8464534
AT2G19610	8483940	8486086
AT2G19650	8493469	8495892
AT2G19660	8496602	8498807
AT2G19680	8500946	8502955
AT2G19710	8506130	8510081
AT2G19780	8522678	8525238
AT2G19870	8575785	8578002
AT2G19880	8581088	8585500
AT2G19890	8586050	8589637
AT2G19910	8595605	8600931
AT2G19930	8607340	8612648
AT2G19940	8612926	8616117
AT2G20010	8637663	8641631
AT2G20050	8649434	8654819
AT2G20060	8658981	8661558
AT2G20080	8662892	8665026
AT2G20100	8677960	8682175
AT2G20110	8683979	8687283
AT2G20150	8697300	8699299
AT2G20170	8701013	8704357
AT2G20190	8711579	8719115
AT2G20210	8721325	8725127
AT2G20230	8725541	8727742
AT2G20270	8737705	8739677
AT2G20280	8739740	8742650
AT2G20330	8772653	8775668
AT2G20360	8785960	8789570
AT2G20370	8791939	8794401
AT2G20390	8796185	8798293
AT2G20400	8799041	8801991
AT2G20410	8802091	8804422
AT2G20420	8805342	8808171
AT2G20440	8810644	8813696
AT2G20463	8823669	8824150
AT2G20470	8826017	8829771
AT2G20495	8832957	8835263
AT2G20540	8844079	8846095
AT2G20560	8848130	8850111
AT2G20570	8855302	8857758
AT2G20580	8858962	8864865
AT2G20590	8867040	8869329
AT2G20619	8891191	8891391
AT2G20635	8900360	8903698
AT2G20710	8925926	8927844
AT2G20720	8927822	8930120
AT2G20725	8933317	8935496
AT2G20740	8935537	8937554
AT2G20760	8942750	8945244
AT2G20780	8947242	8949429
AT2G20784	8949615	8949874
AT2G20790	8949453	8952874
AT2G20830	8968195	8970739
AT2G20870	8981927	8982712
AT2G20873	8982123	8982194
AT2G20921	9000025	9000228
AT2G20950	9002843	9005944
AT2G20980	9011344	9013963
AT2G21090	9045440	9047646
AT2G21105	9048192	9048203
AT2G21120	9051725	9054821
AT2G21160	9068252	9070473
AT2G21190	9080760	9083009
AT2G21230	9093136	9096414
AT2G21235	9096527	9098767
AT2G21250	9103136	9105187
AT2G21280	9110136	9112776
AT2G21300	9114032	9119977
AT2G21340	9132381	9136787
AT2G21370	9137451	9140142
AT2G21385	9149577	9151970
AT2G21390	9151940	9156906
AT2G21410	9162516	9168556
AT2G21420	9169713	9171746
AT2G21440	9173384	9179166
AT2G21450	9179410	9183037
AT2G21500	9207432	9210231
AT2G21510	9210623	9213102
AT2G21520	9215519	9219236
AT2G21540	9220505	9224496
AT2G21550	9226917	9230205
AT2G21610	9245038	9247052
AT2G21630	9250298	9253915
AT2G21710	9270784	9273444
AT2G21720	9273696	9276961
AT2G21830	9303713	9306025
AT2G21840	9307024	9310358
AT2G21850	9315204	9318238
AT2G21920	9343410	9347159
AT2G21960	9354842	9357091
AT2G21980	9358882	9359061
AT2G22070	9383397	9386266
AT2G22100	9391554	9393594
AT2G22120	9393791	9397098
AT2G22155	9423833	9424243
AT2G22241	9454244	9454399
AT2G22260	9460918	9463561
AT2G22270	9463592	9465522
AT2G22400	9504659	9508895
AT2G22426	9516910	9517386
AT2G22465	9533559	9533988
AT2G22500	9562774	9564850
AT2G22530	9572768	9577616
AT2G22620	9604772	9610661
AT2G22630	9618207	9622163
AT2G22650	9624505	9627072
AT2G22660	9627342	9631283
AT2G22720	9657339	9660803
AT2G22730	9660858	9664133
AT2G22740	9662638	9667038
AT2G22750	9671673	9673928
AT2G22810	9717602	9719594
AT2G22880	9741119	9741463
AT2G22900	9744146	9746435
AT2G22960	9770894	9772977
AT2G22990	9786087	9790335
AT2G23060	9812771	9814738
AT2G23070	9823642	9826898
AT2G23093	9832032	9834739
AT2G23100	9837120	9839824
AT2G23118	9841882	9842025
AT2G23200	9879275	9881924
AT2G23210	9881260	9883397
AT2G23230	9892181	9895430
AT2G23300	9914246	9917427
AT2G23310	9917443	9919379
AT2G23321	9926378	9926518
AT2G23348	9940742	9942932
AT2G23360	9948594	9952896
AT2G23370	9952867	9955149
AT2G23390	9960365	9963646
AT2G23460	9995465	9999122
AT2G23450	9988678	9992010
AT2G23520	10013904	10017373
AT2G23530	10020461	10022947
AT2G23540	10024150	10026258
AT2G23620	10047308	10049413
AT2G23700	10076366	10080323
AT2G23780	10122497	10124669
AT2G23790	10125367	10127589
AT2G23820	10140383	10142938
AT2G23834	10148632	10149134
AT2G23840	10153586	10155699
AT2G23890	10170576	10173945
AT2G23900	10174515	10176858
AT2G23910	10177776	10180088
AT2G24060	10229350	10231856
AT2G24030	10220061	10222064
AT2G24130	10258107	10261352
AT2G24170	10274099	10277266
AT2G24230	10301817	10304812
AT2G24240	10310482	10312573
AT2G24250	10313066	10314985
AT2G24280	10332483	10337170
AT2G24300	10340785	10343736
AT2G24330	10347018	10349921
AT2G24340	10355430	10359546
AT2G24350	10361054	10364492
AT2G24360	10364451	10366902
AT2G24370	10369418	10373382
AT2G24410	10379159	10379407
AT2G24420	10379948	10383405
AT2G24440	10391075	10393934
AT2G24490	10397377	10400802
AT2G24480	10397588	10398184
AT2G24530	10421841	10424402
AT2G24580	10444479	10446434
AT2G24600	10452034	10454593
AT2G24645	10480515	10482797
AT2G24650	10483253	10487773
AT2G24680	10493263	10497009
AT2G24690	10498972	10503188
AT2G24700	10512884	10515411
AT2G24765	10562688	10565296
AT2G24830	10576856	10579230
AT2G24950	10613105	10615563
AT2G24960	10617116	10620034
AT2G24990	10625163	10628598
AT2G24980	10622396	10624309
AT2G25010	10631531	10633754
AT2G25050	10653683	10660558
AT2G25055	10660525	10660766
AT2G25070	10663155	10666022
AT2G25100	10679524	10682054
AT2G25090	10670410	10672892
AT2G25125	10741777	10742001
AT2G25150	10702341	10704825
AT2G25220	10742623	10745819
AT2G25260	10755524	10757947
AT2G25270	10759724	10762568
AT2G25280	10762355	10764810
AT2G25290	10765702	10768734
AT2G25300	10771585	10774403
AT2G25310	10777068	10779264
AT2G25320	10781622	10788235
AT2G25330	10788946	10791331
AT2G25350	10797353	10801058
AT2G25355	10801091	10803722
AT2G25370	10806680	10809945
AT2G25420	10816749	10821168
AT2G25430	10822192	10824939
AT2G25440	10826735	10829402
AT2G25460	10832578	10835660
AT2G25480	10842863	10845833
AT2G25500	10854652	10854948
AT2G25530	10863059	10866910
AT2G25560	10880552	10883939
AT2G25570	10884966	10887979
AT2G25590	10890903	10893772
AT2G25620	10902716	10905287
AT2G25640	10910461	10914547
AT2G25670	10928586	10931090
AT2G25690	10940071	10942454
AT2G25730	10956263	10972951
AT2G25737	10976742	10979904
AT2G25740	10980122	10984128
AT2G25760	10984304	10989117
AT2G25790	11000486	11004272
AT2G25800	11005775	11009861
AT2G25830	11018716	11021903
AT2G25870	11030970	11034580
AT2G25880	11034652	11038191
AT2G25910	11048946	11052075
AT2G25950	11068561	11070661
AT2G25970	11071622	11075705
AT2G25980	11077438	11079968
AT2G25990	11080586	11080706
AT2G26030	11091330	11093444
AT2G26100	11115873	11118362
AT2G26210	11157118	11159417
AT2G26190	11147581	11150754
AT2G26200	11152648	11156629
AT2G26230	11164575	11167346
AT2G26270	11183842	11187816
AT2G26280	11187726	11191424
AT2G26440	11247160	11249620
AT2G26450	11251040	11253612
AT2G26470	11259142	11262586
AT2G26510	11273842	11277783
AT2G26600	11316346	11318520
AT2G26610	11318771	11324213
AT2G26690	11347147	11350993
AT2G26730	11388298	11391682
AT2G26780	11409828	11423776
AT2G26790	11424163	11427792
AT2G26800	11429019	11432797
AT2G26810	11433662	11436300
AT2G26850	11448976	11451270
AT2G26830	11443241	11447171
AT2G26860	11451950	11453947
AT2G26865	11455540	11455869
AT2G26920	11488988	11491751
AT2G26970	11509721	11511977
AT2G27060	11550705	11554775
AT2G27050	11545656	11548293
AT2G27080	11563933	11567504
AT2G27090	11567436	11571903
AT2G27200	11625157	11628290
AT2G27240	11659579	11662408
AT2G27270	11672271	11673208
AT2G27285	11675814	11678118
AT2G27313	11688938	11689141
AT2G27320	11692884	11694916
AT2G27340	11696595	11699224
AT2G27360	11706028	11708139
AT2G27380	11713411	11715774
AT2G27390	11720484	11720888
AT2G27430	11729759	11733371
AT2G27450	11737374	11739690
AT2G27460	11740502	11745011
AT2G27500	11752064	11754066
AT2G27507	11756694	11756949
AT2G27540	11768951	11769100
AT2G27590	11777554	11779912
AT2G27610	11783927	11786533
AT2G27630	11787398	11792646
AT2G27650	11792825	11797712
AT2G27660	11798417	11800928
AT2G27680	11803743	11806087
AT2G27700	11813949	11816002
AT2G27730	11819728	11822036
AT2G27790	11847109	11849559
AT2G27840	11861806	11863908
AT2G27900	11877421	11886013
AT2G27950	11899160	11904062
AT2G27980	11913359	11920001
AT2G28000	11926446	11929488
AT2G28020	11933702	11934060
AT2G28040	11936030	11937977
AT2G28060	11949871	11952253
AT2G28080	11960571	11963440
AT2G28120	11985687	11987836
AT2G28130	11988358	11991617
AT2G28150	11999736	12002738
AT2G28240	12039208	12042175
AT2G28310	12085356	12088121
AT2G28315	12088667	12090765
AT2G28320	12094621	12099644
AT2G28360	12124152	12130092
AT2G28370	12131544	12133772
AT2G28390	12139578	12143665
AT2G28426	12159276	12159407
AT2G28450	12162051	12166039
AT2G28460	12166573	12168874
AT2G28480	12176483	12178498
AT2G28490	12178597	12181012
AT2G28540	12218019	12223873
AT2G28580	12244806	12248474
AT2G28590	12249649	12251729
AT2G28600	12251784	12254872
AT2G28620	12264928	12270763
AT2G28650	12289152	12291092
AT2G28660	12295255	12297245
AT2G28780	12339851	12343443
AT2G28810	12363426	12365377
AT2G28880	12398745	12403621
AT2G28940	12426710	12428737
AT2G28960	12437718	12442592
AT2G28970	12443721	12448365
AT2G28990	12454637	12459726
AT2G29000	12460781	12465050
AT2G29020	12469681	12471757
AT2G29040	12472206	12475236
AT2G29060	12481664	12484420
AT2G29065	12484658	12487110
AT2G29070	12487248	12489613
AT2G29210	12557979	12562367
AT2G29220	12562629	12564691
AT2G29290	12585856	12588174
AT2G29340	12597018	12599299
AT2G29452	12625854	12625985
AT2G29485	12630346	12631194
AT2G29510	12634437	12638043
AT2G29525	12638284	12640820
AT2G29580	12651826	12654336
AT2G29600	12655151	12657296
AT2G29605	12657909	12660087
AT2G29628	12666832	12666957
AT2G29654	12677279	12677461
AT2G29670	12681831	12685151
AT2G29790	12720614	12722527
AT2G29860	12737666	12738388
AT2G29910	12751147	12753241
AT2G29925	12755006	12755431
AT2G29930	12756326	12758558
AT2G29970	12776208	12780069
AT2G29995	12796503	12799441
AT2G30020	12814271	12816360
AT2G30050	12824372	12826684
AT2G30060	12826804	12828987
AT2G30090	12843510	12845597
AT2G30100	12847518	12849708
AT2G30105	12849718	12852092
AT2G30210	12887446	12889931
AT2G30240	12899575	12902815
AT2G30300	12919401	12921431
AT2G30320	12925509	12928009
AT2G30460	12976074	12978949
AT2G30470	12980428	12985277
AT2G30480	12987051	12993416
AT2G30505	13000670	13002574
AT2G30530	13008856	13011066
AT2G30520	13002686	13005746
AT2G30550	13014530	13017329
AT2G30600	13036814	13041684
AT2G30630	13046662	13049219
AT2G30650	13053482	13056384
AT2G30690	13075966	13079116
AT2G30695	13077534	13081474
AT2G30710	13085886	13089287
AT2G30720	13089368	13091755
AT2G30730	13092593	13094677
AT2G30740	13095309	13098732
AT2G30760	13105770	13108221
AT2G30766	13107583	13110480
AT2G30780	13116448	13118970
AT2G30800	13120292	13126813
AT2G30820	13129492	13132945
AT2G30900	13149414	13152542
AT2G30890	13147621	13149819
AT2G30925	13161815	13161943
AT2G30933	13163993	13166902
AT2G30990	13187407	13190458
AT2G31010	13193954	13200138
AT2G31040	13208624	13211188
AT2G31110	13258329	13262256
AT2G31130	13263520	13266565
AT2G31140	13269889	13271811
AT2G31150	13272375	13274578
AT2G31210	13296143	13298277
AT2G31220	13302666	13304869
AT2G31240	13317271	13319560
AT2G31360	13371658	13374018
AT2G31370	13378929	13381761
AT2G31390	13383423	13386392
AT2G31440	13399095	13401206
AT2G31480	13408963	13411031
AT2G31600	13447936	13450145
AT2G31730	13487550	13489679
AT2G31740	13490794	13495267
AT2G31790	13518199	13520364
AT2G31780	13515199	13517413
AT2G31800	13520325	13523918
AT2G31810	13524048	13528712
AT2G31820	13529766	13533348
AT2G31865	13546544	13549571
AT2G31920	13573668	13576381
AT2G31955	13583985	13586703
AT2G31990	13611300	13613728
AT2G32000	13615748	13621896
AT2G32040	13635094	13638081
AT2G32080	13642237	13644421
AT2G32120	13651442	13653945
AT2G32150	13658888	13660948
AT2G32160	13662138	13666383
AT2G32170	13666396	13671754
AT2G32240	13684299	13691155
AT2G32250	13693094	13697206
AT2G32290	13714516	13717002
AT2G32280	13712928	13715208
AT2G32295	13718772	13722223
AT2G32310	13724394	13726374
AT2G32320	13726781	13731956
AT2G32340	13731969	13734534
AT2G32415	13761110	13765608
AT2G32500	13795244	13797237
AT2G32520	13805289	13807710
AT2G32550	13819352	13822861
AT2G32560	13824663	13827260
AT2G32600	13833545	13835758
AT2G32630	13844780	13846708
AT2G32640	13846919	13850998
AT2G32710	13873362	13876737
AT2G32730	13879959	13885736
AT2G32760	13891537	13894767
AT2G32770	13895825	13898389
AT2G32780	13898410	13901870
AT2G32785	13903234	13903524
AT2G32830	13927606	13929763
AT2G32840	13932839	13934949
AT2G32850	13935156	13938845
AT2G32870	13944538	13946790
AT2G32880	13948733	13950745
AT2G32910	13959036	13962118
AT2G32970	13991317	13995905
AT2G33000	14006135	14008537
AT2G33010	14010838	14013246
AT2G33150	14047478	14051400
AT2G33160	14053404	14056246
AT2G33170	14056100	14060848
AT2G33205	14070833	14073736
AT2G33260	14100735	14102671
AT2G33280	14105896	14108166
AT2G33320	14119307	14122190
AT2G33350	14133810	14137175
AT2G33360	14139760	14143118
AT2G33390	14150993	14153118
AT2G33410	14155853	14157864
AT2G33420	14158671	14162618
AT2G33470	14176356	14178800
AT2G33435	14165125	14173509
AT2G33490	14183263	14188105
AT2G33500	14187914	14190278
AT2G33540	14203401	14209192
AT2G33590	14224268	14226636
AT2G33620	14234026	14236883
AT2G33630	14236833	14238877
AT2G33640	14239180	14242420
AT2G33670	14244951	14248155
AT2G33680	14248057	14251936
AT2G33705	14256151	14256360
AT2G33710	14258509	14260904
AT2G33730	14265281	14268003
AT2G33793	14296962	14300577
AT2G33840	14314710	14317578
AT2G33855	14324309	14325205
AT2G33980	14349764	14360058
AT2G34020	14371075	14373901
AT2G34030	14375086	14377398
AT2G34040	14377722	14382673
AT2G34060	14384797	14386725
AT2G34100	14399534	14413489
AT2G34110	14392551	14403317
AT2G34150	14419263	14423478
AT2G34170	14427509	14430860
AT2G34185	14434339	14436315
AT2G34186	14435854	14435949
AT2G34190	14436589	14439596
AT2G34210	14445938	14450522
AT2G34230	14454521	14457213
AT2G34240	14459157	14461802
AT2G34250	14462023	14464879
AT2G34260	14465516	14468547
AT2G34290	14472633	14473437
AT2G34300	14473651	14477520
AT2G34310	14477524	14480078
AT2G34350	14493308	14495831
AT2G34355	14496206	14498510
AT2G34357	14498590	14505809
AT2G34360	14507294	14510342
AT2G34400	14516083	14518326
AT2G34450	14526619	14529601
AT2G34510	14543894	14546986
AT2G34560	14560163	14562950
AT2G34580	14565660	14567673
AT2G34590	14568802	14571143
AT2G34650	14589736	14592140
AT2G34670	14612578	14615795
AT2G34730	14654157	14657634
AT2G34750	14660217	14664404
AT2G34810	14685170	14687216
AT2G34850	14704507	14707425
AT2G34890	14718195	14721271
AT2G34940	14740348	14743417
AT2G34930	14737066	14740146
AT2G34970	14746236	14748783
AT2G35030	14760728	14763134
AT2G35040	14765145	14768329
AT2G35050	14768640	14775035
AT2G35075	14786460	14789104
AT2G35080	14789245	14791448
AT2G35130	14807449	14810229
AT2G35140	14813391	14816808
AT2G35155	14818966	14822022
AT2G35170	14827360	14829844
AT2G35250	14846653	14848662
AT2G35260	14849357	14852045
AT2G35310	14864723	14866736
AT2G35330	14868861	14871994
AT2G35343	14879752	14880124
AT2G35350	14881039	14884283
AT2G35360	14889048	14891004
AT2G35390	14895248	14897882
AT2G35450	14902444	14905388
AT2G35530	14922836	14926609
AT2G35540	14927071	14929134
AT2G35660	14988437	14990426
AT2G35658	14990325	14990935
AT2G35680	14996713	14999125
AT2G35710	15010707	15014284
AT2G35740	15024489	15026626
AT2G35840	15053483	15057426
AT2G35880	15062856	15066056
AT2G35900	15069872	15071829
AT2G35920	15075343	15080812
AT2G35970	15109007	15109773
AT2G36290	15208498	15211034
AT2G36320	15228714	15230663
AT2G36325	15231346	15233281
AT2G36330	15233500	15235528
AT2G36340	15235487	15237904
AT2G36350	15238093	15242195
AT2G36360	15242904	15247695
AT2G36370	15247768	15252980
AT2G36410	15278517	15280726
AT2G36470	15299067	15301026
AT2G36480	15302867	15307809
AT2G36530	15320756	15324129
AT2G36500	15317873	15320175
AT2G36560	15329138	15332447
AT2G36570	15335284	15337995
AT2G36580	15339122	15343086
AT2G36630	15352491	15355330
AT2G36670	15364776	15368169
AT2G36680	15368792	15371033
AT2G36690	15379660	15382131
AT2G36720	15393047	15399419
AT2G36724	15401374	15401787
AT2G36780	15417364	15419391
AT2G36810	15425321	15439642
AT2G36835	15449580	15451532
AT2G36895	15488535	15490449
AT2G36960	15522769	15527758
AT2G36950	15514923	15517002
AT2G36980	15530814	15533265
AT2G37020	15546414	15549039
AT2G37035	15554917	15556835
AT2G37050	15568926	15573749
AT2G37070	15578344	15581338
AT2G37130	15597921	15600154
AT2G37150	15603142	15608587
AT2G37160	15608697	15612934
AT2G37220	15634466	15636522
AT2G37230	15636897	15639768
AT2G37240	15639773	15641773
AT3G08020	2557437	2561848
AT2G37300	15662224	15664599
AT2G37310	15664800	15667115
AT2G37390	15694038	15695999
AT2G37440	15718044	15722152
AT2G37480	15737842	15739848
AT2G37500	15739783	15742838
AT2G37520	15744670	15750135
AT2G37540	15751568	15754061
AT2G37585	15765698	15767878
AT2G37650	15792545	15795235
AT2G37670	15797210	15800796
AT2G37680	15803243	15805673
AT2G37690	15805659	15810552
AT2G37700	15810520	15814218
AT2G37730	15822098	15824538
AT2G37840	15851726	15856334
AT2G37890	15861688	15864128
AT2G37900	15864186	15866769
AT2G37930	15872347	15874972
AT2G37960	15886548	15889258
AT2G37975	15891735	15893639
AT2G37980	15893800	15897805
AT2G37990	15900635	15903218
AT2G38000	15903125	15905391
AT2G38010	15906555	15909931
AT3G08030	2563803	2566042
AT2G38070	15928591	15930817
AT2G38090	15944583	15947096
AT2G38100	15948418	15950994
AT2G38160	15986390	15988775
AT2G38185	15999926	16003169
AT2G38180	15996934	15999039
AT2G38240	16012535	16014991
AT2G38250	16018210	16020156
AT2G38255	16022334	16024854
AT2G38300	16043948	16046015
AT2G38330	16064503	16067437
AT2G38370	16071979	16074917
AT2G38380	16076289	16078781
AT2G38390	16079679	16081671
AT2G38410	16086514	16090274
AT2G38430	16092742	16095311
AT2G38550	16131730	16134429
AT2G38570	16136689	16138886
AT2G38580	16138570	16142657
AT2G38610	16147106	16149934
AT2G38630	16153806	16156608
AT2G38660	16165921	16168628
AT2G38680	16174001	16176172
AT2G38695	16177872	16180415
AT2G38710	16184259	16187273
AT2G38700	16180503	16184074
AT2G38780	16210816	16215521
AT2G38800	16216752	16219159
AT2G38820	16221815	16223746
AT2G38840	16227051	16232522
AT2G38905	16244061	16244531
AT2G38920	16248146	16251017
AT2G38950	16260803	16265270
AT2G38970	16273897	16276872
AT2G38995	16281959	16284872
AT2G39000	16286212	16288262
AT2G39100	16317356	16319387
AT2G39110	16319447	16321685
AT2G39230	16381565	16384730
AT2G39260	16391924	16399812
AT2G39280	16401526	16406886
AT2G39300	16409539	16413874
AT2G39400	16452612	16455001
AT2G39410	16455569	16458363
AT2G39420	16460247	16463220
AT2G39510	16491143	16493343
AT2G39620	16518890	16521544
AT2G39630	16521736	16524783
AT2G39640	16525086	16527038
AT2G39670	16534175	16537318
AT2G39690	16540927	16543411
AT2G39740	16575752	16579120
AT2G39750	16578824	16582436
AT2G39805	16609797	16612554
AT2G39850	16630411	16634253
AT2G39870	16643381	16645866
AT2G39910	16660596	16663048
AT2G39940	16672493	16675864
AT2G39950	16676542	16680503
AT2G39960	16681296	16683718
AT2G39980	16687673	16690182
AT2G40010	16708379	16710772
