chr	source	type	start	end	score	strand	phase	attributes	Gene	te_dist
Chr2	TAIR10	gene	11776411	11777529	.	-	.	ID=AT2G27580;Note=protein_coding_gene;Name=AT2G27580	AT2G27580	1484
Chr2	TAIR10	gene	11777554	11779851	.	-	.	ID=AT2G27590;Note=protein_coding_gene;Name=AT2G27590	AT2G27590	2627
Chr2	TAIR10	gene	11781038	11783992	.	+	.	ID=AT2G27600;Note=protein_coding_gene;Name=AT2G27600	AT2G27600	2655
Chr2	TAIR10	gene	11783927	11786533	.	-	.	ID=AT2G27610;Note=protein_coding_gene;Name=AT2G27610	AT2G27610	114
Chr2	TAIR10	gene	11787398	11792604	.	-	.	ID=AT2G27630;Note=protein_coding_gene;Name=AT2G27630	AT2G27630	0
Chr2	TAIR10	gene	11792825	11797712	.	-	.	ID=AT2G27650;Note=protein_coding_gene;Name=AT2G27650	AT2G27650	0
Chr2	TAIR10	gene	11798537	11800850	.	-	.	ID=AT2G27660;Note=protein_coding_gene;Name=AT2G27660	AT2G27660	3412
Chr2	TAIR10	gene	11801568	11802891	.	-	.	ID=AT2G27670;Note=protein_coding_gene;Name=AT2G27670	AT2G27670	4385
Chr2	TAIR10	gene	11803811	11806013	.	-	.	ID=AT2G27680;Note=protein_coding_gene;Name=AT2G27680	AT2G27680	1263
Chr2	TAIR10	gene	11809306	11811215	.	+	.	ID=AT2G27690;Note=protein_coding_gene;Name=AT2G27690	AT2G27690	0
Chr2	TAIR10	gene	11813949	11816002	.	-	.	ID=AT2G27700;Note=protein_coding_gene;Name=AT2G27700	AT2G27700	134
Chr2	TAIR10	gene	11816634	11817867	.	+	.	ID=AT2G27710;Note=protein_coding_gene;Name=AT2G27710	AT2G27710	32
Chr2	TAIR10	gene	11818491	11819578	.	+	.	ID=AT2G27720;Note=protein_coding_gene;Name=AT2G27720	AT2G27720	1889
Chr2	TAIR10	gene	11819829	11821878	.	-	.	ID=AT2G27730;Note=protein_coding_gene;Name=AT2G27730	AT2G27730	3227
Chr2	TAIR10	gene	11822732	11823732	.	+	.	ID=AT2G27740;Note=protein_coding_gene;Name=AT2G27740	AT2G27740	6130
Chr2	TAIR10	gene	11823916	11824461	.	-	.	ID=AT2G27750;Note=protein_coding_gene;Name=AT2G27750	AT2G27750	7314
Chr2	TAIR10	gene	11824798	11827591	.	+	.	ID=AT2G27760;Note=protein_coding_gene;Name=AT2G27760	AT2G27760	6816
Chr2	TAIR10	gene	11832809	11834369	.	-	.	ID=AT2G27770;Note=protein_coding_gene;Name=AT2G27770	AT2G27770	38
Chr2	TAIR10	gene	11842267	11843293	.	-	.	ID=AT2G27775;Note=protein_coding_gene;Name=AT2G27775	AT2G27775	1361
Chr2	TAIR10	gene	11845472	11846578	.	-	.	ID=AT2G27780;Note=protein_coding_gene;Name=AT2G27780	AT2G27780	410
Chr2	TAIR10	gene	11847109	11849559	.	-	.	ID=AT2G27790;Note=protein_coding_gene;Name=AT2G27790	AT2G27790	2047
Chr2	TAIR10	gene	11849789	11851363	.	-	.	ID=AT2G27800;Note=protein_coding_gene;Name=AT2G27800	AT2G27800	4727
Chr2	TAIR10	gene	11852080	11856291	.	+	.	ID=AT2G27810;Note=protein_coding_gene;Name=AT2G27810	AT2G27810	7018
Chr2	TAIR10	gene	11856768	11858288	.	+	.	ID=AT2G27820;Note=protein_coding_gene;Name=AT2G27820	AT2G27820	8898
Chr2	TAIR10	gene	11860218	11861475	.	+	.	ID=AT2G27830;Note=protein_coding_gene;Name=AT2G27830	AT2G27830	5711
Chr2	TAIR10	gene	11861994	11863886	.	+	.	ID=AT2G27840;Note=protein_coding_gene;Name=AT2G27840	AT2G27840	3300
Chr2	TAIR10	gene	11864154	11864225	.	-	.	ID=AT2G27850;Note=tRNA;Name=AT2G27850	AT2G27850	2961
Chr2	TAIR10	gene	11864393	11866907	.	-	.	ID=AT2G27860;Note=protein_coding_gene;Name=AT2G27860	AT2G27860	279
Chr2	TAIR10	gene	11871488	11876894	.	+	.	ID=AT2G27880;Note=protein_coding_gene;Name=AT2G27880	AT2G27880	3212
Chr2	TAIR10	gene	11877430	11886013	.	+	.	ID=AT2G27900;Note=protein_coding_gene;Name=AT2G27900	AT2G27900	5440
Chr2	TAIR10	gene	11885571	11889176	.	-	.	ID=AT2G27920;Note=protein_coding_gene;Name=AT2G27920	AT2G27920	2277
Chr2	TAIR10	gene	11892369	11893488	.	+	.	ID=AT2G27930;Note=protein_coding_gene;Name=AT2G27930	AT2G27930	431
Chr2	TAIR10	gene	11897942	11898867	.	+	.	ID=AT2G27940;Note=protein_coding_gene;Name=AT2G27940	AT2G27940	1867
Chr2	TAIR10	gene	11899205	11904007	.	-	.	ID=AT2G27950;Note=protein_coding_gene;Name=AT2G27950	AT2G27950	148
Chr2	TAIR10	gene	11910723	11911685	.	-	.	ID=AT2G27960;Note=protein_coding_gene;Name=AT2G27960	AT2G27960	349
Chr2	TAIR10	gene	11912212	11913297	.	-	.	ID=AT2G27970;Note=protein_coding_gene;Name=AT2G27970	AT2G27970	1838
Chr2	TAIR10	gene	11913629	11919741	.	-	.	ID=AT2G27980;Note=protein_coding_gene;Name=AT2G27980	AT2G27980	975
Chr2	TAIR10	gene	11921433	11924698	.	-	.	ID=AT2G27990;Note=protein_coding_gene;Name=AT2G27990	AT2G27990	197
Chr2	TAIR10	gene	11926449	11929389	.	+	.	ID=AT2G28000;Note=protein_coding_gene;Name=AT2G28000	AT2G28000	2395
Chr2	TAIR10	gene	11930579	11931769	.	-	.	ID=AT2G28010;Note=protein_coding_gene;Name=AT2G28010	AT2G28010	15
Chr2	TAIR10	gene	11933702	11934060	.	+	.	ID=AT2G28020;Note=protein_coding_gene;Name=AT2G28020	AT2G28020	791
Chr2	TAIR10	gene	11934208	11935386	.	-	.	ID=AT2G28030;Note=protein_coding_gene;Name=AT2G28030	AT2G28030	1297
Chr2	TAIR10	gene	11936054	11937401	.	-	.	ID=AT2G28040;Note=protein_coding_gene;Name=AT2G28040	AT2G28040	25
Chr2	TAIR10	gene	11938265	11939653	.	-	.	ID=AT2G28050;Note=protein_coding_gene;Name=AT2G28050	AT2G28050	207
Chr2	TAIR10	gene	11941661	11943604	.	-	.	ID=AT2G28056;Note=miRNA;Name=AT2G28056	AT2G28056	767
Chr2	TAIR10	gene	11949986	11952204	.	-	.	ID=AT2G28060;Note=protein_coding_gene;Name=AT2G28060	AT2G28060	309
Chr2	TAIR10	gene	11956432	11959782	.	+	.	ID=AT2G28070;Note=protein_coding_gene;Name=AT2G28070	AT2G28070	2236
Chr2	TAIR10	gene	11960571	11963293	.	-	.	ID=AT2G28080;Note=protein_coding_gene;Name=AT2G28080	AT2G28080	0
Chr2	TAIR10	gene	11968120	11968620	.	-	.	ID=AT2G28085;Note=protein_coding_gene;Name=AT2G28085	AT2G28085	3267
Chr2	TAIR10	gene	11972140	11974007	.	-	.	ID=AT2G28090;Note=protein_coding_gene;Name=AT2G28090	AT2G28090	6259
Chr2	TAIR10	gene	11974663	11976600	.	+	.	ID=AT2G28100;Note=protein_coding_gene;Name=AT2G28100	AT2G28100	3666
Chr2	TAIR10	gene	11976303	11977913	.	+	.	ID=AT2G28105;Note=protein_coding_gene;Name=AT2G28105	AT2G28105	2353
Chr2	TAIR10	gene	11977944	11979837	.	-	.	ID=AT2G28110;Note=protein_coding_gene;Name=AT2G28110	AT2G28110	429
Chr2	TAIR10	gene	11985687	11987738	.	+	.	ID=AT2G28120;Note=protein_coding_gene;Name=AT2G28120	AT2G28120	1735
Chr2	TAIR10	gene	11988676	11991617	.	+	.	ID=AT2G28130;Note=protein_coding_gene;Name=AT2G28130	AT2G28130	0
Chr2	TAIR10	gene	11994966	11996002	.	+	.	ID=AT2G28140;Note=protein_coding_gene;Name=AT2G28140	AT2G28140	982
Chr2	TAIR10	gene	11999836	12002499	.	+	.	ID=AT2G28150;Note=protein_coding_gene;Name=AT2G28150	AT2G28150	1097
Chr2	TAIR10	gene	12004708	12006122	.	+	.	ID=AT2G28160;Note=protein_coding_gene;Name=AT2G28160	AT2G28160	45
Chr2	TAIR10	gene	12006371	12009956	.	-	.	ID=AT2G28170;Note=protein_coding_gene;Name=AT2G28170	AT2G28170	1708
Chr2	TAIR10	gene	12010994	12013890	.	-	.	ID=AT2G28180;Note=protein_coding_gene;Name=AT2G28180	AT2G28180	6331
Chr2	TAIR10	gene	12014498	12016569	.	+	.	ID=AT2G28190;Note=protein_coding_gene;Name=AT2G28190	AT2G28190	9835
Chr2	TAIR10	gene	12024149	12025306	.	+	.	ID=AT2G28200;Note=protein_coding_gene;Name=AT2G28200	AT2G28200	5100
Chr2	TAIR10	gene	12029997	12032420	.	+	.	ID=AT2G28210;Note=protein_coding_gene;Name=AT2G28210	AT2G28210	0
Chr2	TAIR10	gene	12033953	12037527	.	+	.	ID=AT2G28220;Note=protein_coding_gene;Name=AT2G28220	AT2G28220	0
Chr2	TAIR10	gene	12037677	12039046	.	-	.	ID=AT2G28230;Note=protein_coding_gene;Name=AT2G28230	AT2G28230	1310
Chr2	TAIR10	gene	12039212	12042143	.	+	.	ID=AT2G28240;Note=protein_coding_gene;Name=AT2G28240	AT2G28240	2845
Chr2	TAIR10	gene	12043482	12046537	.	+	.	ID=AT2G28250;Note=protein_coding_gene;Name=AT2G28250	AT2G28250	461
Chr2	TAIR10	gene	12049989	12052453	.	+	.	ID=AT2G28260;Note=protein_coding_gene;Name=AT2G28260	AT2G28260	2751
Chr2	TAIR10	gene	12053542	12054398	.	+	.	ID=AT2G28270;Note=protein_coding_gene;Name=AT2G28270	AT2G28270	6304
Chr2	TAIR10	gene	12056213	12073083	.	+	.	ID=AT2G28290;Note=protein_coding_gene;Name=AT2G28290	AT2G28290	480
Chr2	TAIR10	gene	12081113	12084664	.	+	.	ID=AT2G28305;Note=protein_coding_gene;Name=AT2G28305	AT2G28305	700
Chr2	TAIR10	gene	12085377	12088060	.	+	.	ID=AT2G28310;Note=protein_coding_gene;Name=AT2G28310	AT2G28310	0
Chr2	TAIR10	gene	12088877	12090701	.	+	.	ID=AT2G28315;Note=protein_coding_gene;Name=AT2G28315	AT2G28315	1252
Chr2	TAIR10	gene	12094746	12099644	.	+	.	ID=AT2G28320;Note=protein_coding_gene;Name=AT2G28320	AT2G28320	212
Chr2	TAIR10	gene	12099890	12100757	.	-	.	ID=AT2G28330;Note=protein_coding_gene;Name=AT2G28330	AT2G28330	254
Chr2	TAIR10	gene	12103672	12106172	.	+	.	ID=AT2G28340;Note=protein_coding_gene;Name=AT2G28340	AT2G28340	578
Chr2	TAIR10	gene	12114331	12116848	.	+	.	ID=AT2G28350;Note=protein_coding_gene;Name=AT2G28350	AT2G28350	1228
Chr2	TAIR10	gene	12119320	12120279	.	+	.	ID=AT2G28355;Note=protein_coding_gene;Name=AT2G28355	AT2G28355	0
Chr2	TAIR10	gene	12124415	12130069	.	-	.	ID=AT2G28360;Note=protein_coding_gene;Name=AT2G28360	AT2G28360	981
Chr2	TAIR10	gene	12131554	12133704	.	+	.	ID=AT2G28370;Note=protein_coding_gene;Name=AT2G28370	AT2G28370	91
Chr2	TAIR10	gene	12133811	12136180	.	-	.	ID=AT2G28380;Note=protein_coding_gene;Name=AT2G28380	AT2G28380	2348
Chr2	TAIR10	gene	12139580	12143465	.	-	.	ID=AT2G28390;Note=protein_coding_gene;Name=AT2G28390	AT2G28390	223
Chr2	TAIR10	gene	12148304	12149052	.	-	.	ID=AT2G28400;Note=protein_coding_gene;Name=AT2G28400	AT2G28400	381
Chr2	TAIR10	gene	12150380	12150502	.	+	.	ID=AT2G28401;Note=protein_coding_gene;Name=AT2G28401	AT2G28401	146
Chr2	TAIR10	gene	12153294	12154092	.	-	.	ID=AT2G28405;Note=protein_coding_gene;Name=AT2G28405	AT2G28405	3060
Chr2	TAIR10	gene	12156130	12156934	.	+	.	ID=AT2G28410;Note=protein_coding_gene;Name=AT2G28410	AT2G28410	5896
Chr2	TAIR10	gene	12157923	12158791	.	+	.	ID=AT2G28420;Note=protein_coding_gene;Name=AT2G28420	AT2G28420	7689
Chr2	TAIR10	gene	12159276	12159407	.	-	.	ID=AT2G28426;Note=protein_coding_gene;Name=AT2G28426	AT2G28426	9042
Chr2	TAIR10	gene	12159562	12160451	.	-	.	ID=AT2G28430;Note=protein_coding_gene;Name=AT2G28430	AT2G28430	9328
Chr2	TAIR10	gene	12161226	12162032	.	+	.	ID=AT2G28440;Note=protein_coding_gene;Name=AT2G28440	AT2G28440	10992
Chr2	TAIR10	gene	12162051	12166039	.	-	.	ID=AT2G28450;Note=protein_coding_gene;Name=AT2G28450	AT2G28450	11817
Chr2	TAIR10	gene	12166573	12168874	.	+	.	ID=AT2G28460;Note=protein_coding_gene;Name=AT2G28460	AT2G28460	11808
Chr2	TAIR10	gene	12168840	12173679	.	-	.	ID=AT2G28470;Note=protein_coding_gene;Name=AT2G28470	AT2G28470	7003
Chr2	TAIR10	gene	12176484	12178422	.	-	.	ID=AT2G28480;Note=protein_coding_gene;Name=AT2G28480	AT2G28480	2260
Chr2	TAIR10	gene	12178597	12181012	.	-	.	ID=AT2G28490;Note=protein_coding_gene;Name=AT2G28490	AT2G28490	0
Chr2	TAIR10	gene	12186569	12188142	.	-	.	ID=AT2G28500;Note=protein_coding_gene;Name=AT2G28500	AT2G28500	3923
Chr2	TAIR10	gene	12196406	12196552	.	+	.	ID=AT2G28507;Note=protein_coding_gene;Name=AT2G28507	AT2G28507	1326
Chr2	TAIR10	gene	12199098	12200765	.	-	.	ID=AT2G28510;Note=protein_coding_gene;Name=AT2G28510	AT2G28510	6
Chr2	TAIR10	gene	12209896	12215895	.	+	.	ID=AT2G28520;Note=protein_coding_gene;Name=AT2G28520	AT2G28520	56
Chr2	TAIR10	gene	12218045	12223828	.	+	.	ID=AT2G28540;Note=protein_coding_gene;Name=AT2G28540	AT2G28540	7584
Chr2	TAIR10	gene	12225842	12228543	.	-	.	ID=AT2G28550;Note=protein_coding_gene;Name=AT2G28550	AT2G28550	2869
Chr2	TAIR10	gene	12236615	12239124	.	-	.	ID=AT2G28560;Note=protein_coding_gene;Name=AT2G28560	AT2G28560	154
Chr2	TAIR10	gene	12241770	12242729	.	+	.	ID=AT2G28570;Note=protein_coding_gene;Name=AT2G28570	AT2G28570	2054
Chr2	TAIR10	gene	12244859	12248450	.	+	.	ID=AT2G28580;Note=protein_coding_gene;Name=AT2G28580	AT2G28580	0
Chr2	TAIR10	gene	12249679	12251668	.	+	.	ID=AT2G28590;Note=protein_coding_gene;Name=AT2G28590	AT2G28590	0
Chr2	TAIR10	gene	12251784	12254823	.	+	.	ID=AT2G28600;Note=protein_coding_gene;Name=AT2G28600	AT2G28600	2049
Chr2	TAIR10	gene	12254888	12255837	.	+	.	ID=AT2G28605;Note=protein_coding_gene;Name=AT2G28605	AT2G28605	1868
Chr2	TAIR10	gene	12262013	12263415	.	+	.	ID=AT2G28610;Note=protein_coding_gene;Name=AT2G28610	AT2G28610	3876
Chr2	TAIR10	gene	12265167	12270020	.	-	.	ID=AT2G28620;Note=protein_coding_gene;Name=AT2G28620	AT2G28620	7030
Chr2	TAIR10	gene	12272281	12273027	.	+	.	ID=AT2G28625;Note=protein_coding_gene;Name=AT2G28625	AT2G28625	8048
Chr2	TAIR10	gene	12275319	12277245	.	-	.	ID=AT2G28630;Note=protein_coding_gene;Name=AT2G28630	AT2G28630	3830
Chr2	TAIR10	gene	12284625	12286645	.	-	.	ID=AT2G28640;Note=protein_coding_gene;Name=AT2G28640	AT2G28640	1090
Chr2	TAIR10	gene	12289152	12291045	.	-	.	ID=AT2G28650;Note=protein_coding_gene;Name=AT2G28650	AT2G28650	5617
Chr2	TAIR10	gene	12295327	12297117	.	+	.	ID=AT2G28660;Note=protein_coding_gene;Name=AT2G28660	AT2G28660	0
Chr2	TAIR10	gene	12300259	12302358	.	-	.	ID=AT2G28670;Note=protein_coding_gene;Name=AT2G28670	AT2G28670	133
Chr2	TAIR10	gene	12300203	12302036	.	+	.	ID=AT2G28671;Note=protein_coding_gene;Name=AT2G28671	AT2G28671	455
Chr2	TAIR10	gene	12302963	12304799	.	-	.	ID=AT2G28680;Note=protein_coding_gene;Name=AT2G28680	AT2G28680	0
Chr2	TAIR10	gene	12306890	12308628	.	-	.	ID=AT2G28690;Note=protein_coding_gene;Name=AT2G28690	AT2G28690	3908
Chr2	TAIR10	gene	12317166	12318746	.	-	.	ID=AT2G28700;Note=protein_coding_gene;Name=AT2G28700	AT2G28700	894
Chr2	TAIR10	gene	12322386	12323584	.	+	.	ID=AT2G28710;Note=protein_coding_gene;Name=AT2G28710	AT2G28710	1487
Chr2	TAIR10	gene	12326978	12327678	.	+	.	ID=AT2G28720;Note=protein_coding_gene;Name=AT2G28720	AT2G28720	3996
Chr2	TAIR10	gene	12328605	12328943	.	+	.	ID=AT2G28725;Note=protein_coding_gene;Name=AT2G28725	AT2G28725	2731
Chr2	TAIR10	gene	12329003	12329074	.	+	.	ID=AT2G28730;Note=tRNA;Name=AT2G28730	AT2G28730	2600
Chr2	TAIR10	gene	12329488	12329995	.	-	.	ID=AT2G28740;Note=protein_coding_gene;Name=AT2G28740	AT2G28740	1679
Chr2	TAIR10	gene	12334172	12334459	.	-	.	ID=AT2G28755;Note=protein_coding_gene;Name=AT2G28755	AT2G28755	1362
Chr2	TAIR10	gene	12336188	12339027	.	-	.	ID=AT2G28760;Note=protein_coding_gene;Name=AT2G28760	AT2G28760	3378
Chr2	TAIR10	gene	12339751	12339822	.	+	.	ID=AT2G28770;Note=tRNA;Name=AT2G28770	AT2G28770	4874
Chr2	TAIR10	gene	12340034	12343421	.	-	.	ID=AT2G28780;Note=protein_coding_gene;Name=AT2G28780	AT2G28780	1275
Chr2	TAIR10	gene	12354430	12355431	.	-	.	ID=AT2G28790;Note=protein_coding_gene;Name=AT2G28790	AT2G28790	2148
Chr2	TAIR10	gene	12356364	12359252	.	-	.	ID=AT2G28800;Note=protein_coding_gene;Name=AT2G28800	AT2G28800	4082
Chr2	TAIR10	gene	12363426	12365377	.	+	.	ID=AT2G28810;Note=protein_coding_gene;Name=AT2G28810	AT2G28810	9637
Chr2	TAIR10	gene	12366748	12370684	.	-	.	ID=AT2G28830;Note=protein_coding_gene;Name=AT2G28830	AT2G28830	4330
Chr2	TAIR10	gene	12378337	12380742	.	+	.	ID=AT2G28840;Note=protein_coding_gene;Name=AT2G28840	AT2G28840	2818
Chr2	TAIR10	gene	12383480	12384961	.	-	.	ID=AT2G28850;Note=protein_coding_gene;Name=AT2G28850	AT2G28850	1068
Chr2	TAIR10	gene	12388201	12389872	.	-	.	ID=AT2G28860;Note=protein_coding_gene;Name=AT2G28860	AT2G28860	1111
Chr2	TAIR10	gene	12394256	12394915	.	-	.	ID=AT2G28870;Note=protein_coding_gene;Name=AT2G28870	AT2G28870	2559
Chr2	TAIR10	gene	12398745	12403528	.	-	.	ID=AT2G28880;Note=protein_coding_gene;Name=AT2G28880	AT2G28880	0
Chr2	TAIR10	gene	12405596	12408235	.	-	.	ID=AT2G28890;Note=protein_coding_gene;Name=AT2G28890	AT2G28890	296
Chr2	TAIR10	gene	12414114	12415578	.	-	.	ID=AT2G28900;Note=protein_coding_gene;Name=AT2G28900	AT2G28900	61
Chr2	TAIR10	gene	12415780	12417385	.	-	.	ID=AT2G28910;Note=protein_coding_gene;Name=AT2G28910	AT2G28910	0
Chr2	TAIR10	gene	12418017	12418454	.	+	.	ID=AT2G28920;Note=protein_coding_gene;Name=AT2G28920	AT2G28920	125
Chr2	TAIR10	gene	12424303	12426674	.	+	.	ID=AT2G28930;Note=protein_coding_gene;Name=AT2G28930	AT2G28930	65
Chr2	TAIR10	gene	12426710	12428730	.	-	.	ID=AT2G28940;Note=protein_coding_gene;Name=AT2G28940	AT2G28940	2472
Chr2	TAIR10	gene	12431341	12433595	.	-	.	ID=AT2G28950;Note=protein_coding_gene;Name=AT2G28950	AT2G28950	7103
Chr2	TAIR10	gene	12437914	12442347	.	-	.	ID=AT2G28960;Note=protein_coding_gene;Name=AT2G28960	AT2G28960	6866
Chr2	TAIR10	gene	12443919	12448163	.	+	.	ID=AT2G28970;Note=protein_coding_gene;Name=AT2G28970	AT2G28970	1050
Chr2	TAIR10	gene	12455055	12459541	.	+	.	ID=AT2G28990;Note=protein_coding_gene;Name=AT2G28990	AT2G28990	612
Chr2	TAIR10	gene	12460781	12465037	.	+	.	ID=AT2G29000;Note=protein_coding_gene;Name=AT2G29000	AT2G29000	6338
Chr2	TAIR10	gene	12469724	12471700	.	+	.	ID=AT2G29020;Note=protein_coding_gene;Name=AT2G29020	AT2G29020	4003
Chr2	TAIR10	gene	12471773	12471844	.	-	.	ID=AT2G29030;Note=tRNA;Name=AT2G29030	AT2G29030	3859
Chr2	TAIR10	gene	12472425	12474962	.	-	.	ID=AT2G29040;Note=protein_coding_gene;Name=AT2G29040	AT2G29040	741
Chr2	TAIR10	gene	12476372	12477107	.	+	.	ID=AT2G29045;Note=protein_coding_gene;Name=AT2G29045	AT2G29045	456
Chr2	TAIR10	gene	12478146	12480372	.	+	.	ID=AT2G29050;Note=protein_coding_gene;Name=AT2G29050	AT2G29050	0
Chr2	TAIR10	gene	12481744	12484087	.	+	.	ID=AT2G29060;Note=protein_coding_gene;Name=AT2G29060	AT2G29060	558
Chr2	TAIR10	gene	12484843	12486983	.	+	.	ID=AT2G29065;Note=protein_coding_gene;Name=AT2G29065	AT2G29065	3657
Chr2	TAIR10	gene	12487274	12489518	.	+	.	ID=AT2G29070;Note=protein_coding_gene;Name=AT2G29070	AT2G29070	6088
Chr2	TAIR10	gene	12489627	12493285	.	-	.	ID=AT2G29080;Note=protein_coding_gene;Name=AT2G29080	AT2G29080	8441
Chr2	TAIR10	gene	12494851	12499723	.	-	.	ID=AT2G29090;Note=protein_coding_gene;Name=AT2G29090	AT2G29090	5167
Chr2	TAIR10	gene	12501092	12504912	.	-	.	ID=AT2G29100;Note=protein_coding_gene;Name=AT2G29100	AT2G29100	0
Chr2	TAIR10	gene	12506880	12510552	.	-	.	ID=AT2G29110;Note=protein_coding_gene;Name=AT2G29110	AT2G29110	846
Chr2	TAIR10	gene	12511292	12515895	.	-	.	ID=AT2G29120;Note=protein_coding_gene;Name=AT2G29120	AT2G29120	4781
Chr2	TAIR10	gene	12523342	12524109	.	+	.	ID=AT2G29125;Note=protein_coding_gene;Name=AT2G29125	AT2G29125	1675
Chr2	TAIR10	gene	12524889	12527747	.	-	.	ID=AT2G29130;Note=protein_coding_gene;Name=AT2G29130	AT2G29130	144
Chr2	TAIR10	gene	12530838	12535399	.	+	.	ID=AT2G29140;Note=protein_coding_gene;Name=AT2G29140	AT2G29140	2278
Chr2	TAIR10	gene	12535715	12536964	.	-	.	ID=AT2G29150;Note=protein_coding_gene;Name=AT2G29150	AT2G29150	2477
Chr2	TAIR10	gene	12541864	12542282	.	-	.	ID=AT2G29170;Note=protein_coding_gene;Name=AT2G29170	AT2G29170	47
Chr2	TAIR10	gene	12543023	12543835	.	+	.	ID=AT2G29180;Note=protein_coding_gene;Name=AT2G29180	AT2G29180	1206
Chr2	TAIR10	gene	12543812	12548563	.	-	.	ID=AT2G29190;Note=protein_coding_gene;Name=AT2G29190	AT2G29190	1995
Chr2	TAIR10	gene	12548931	12553433	.	-	.	ID=AT2G29200;Note=protein_coding_gene;Name=AT2G29200	AT2G29200	971
Chr2	TAIR10	gene	12558051	12562348	.	+	.	ID=AT2G29210;Note=protein_coding_gene;Name=AT2G29210	AT2G29210	775
Chr2	TAIR10	gene	12562781	12564664	.	-	.	ID=AT2G29220;Note=protein_coding_gene;Name=AT2G29220	AT2G29220	1491
Chr2	TAIR10	gene	12578909	12580780	.	-	.	ID=AT2G29250;Note=protein_coding_gene;Name=AT2G29250	AT2G29250	487
Chr2	TAIR10	gene	12582519	12584101	.	+	.	ID=AT2G29260;Note=protein_coding_gene;Name=AT2G29260	AT2G29260	553
Chr2	TAIR10	gene	12584243	12584428	.	-	.	ID=AT2G29263;Note=protein_coding_gene;Name=AT2G29263	AT2G29263	2277
Chr2	TAIR10	gene	12585856	12587742	.	+	.	ID=AT2G29290;Note=protein_coding_gene;Name=AT2G29290	AT2G29290	3890
Chr2	TAIR10	gene	12588191	12589759	.	+	.	ID=AT2G29300;Note=protein_coding_gene;Name=AT2G29300	AT2G29300	6225
Chr2	TAIR10	gene	12590058	12591363	.	+	.	ID=AT2G29310;Note=protein_coding_gene;Name=AT2G29310	AT2G29310	8092
Chr2	TAIR10	gene	12592148	12593686	.	+	.	ID=AT2G29320;Note=protein_coding_gene;Name=AT2G29320	AT2G29320	9340
Chr2	TAIR10	gene	12594590	12596330	.	+	.	ID=AT2G29330;Note=protein_coding_gene;Name=AT2G29330	AT2G29330	6696
Chr2	TAIR10	gene	12597115	12599203	.	+	.	ID=AT2G29340;Note=protein_coding_gene;Name=AT2G29340	AT2G29340	3823
Chr2	TAIR10	gene	12600914	12602556	.	+	.	ID=AT2G29350;Note=protein_coding_gene;Name=AT2G29350	AT2G29350	470
Chr2	TAIR10	gene	12603803	12605271	.	+	.	ID=AT2G29360;Note=protein_coding_gene;Name=AT2G29360	AT2G29360	694
Chr2	TAIR10	gene	12606059	12607618	.	+	.	ID=AT2G29370;Note=protein_coding_gene;Name=AT2G29370	AT2G29370	2950
Chr2	TAIR10	gene	12608702	12610167	.	+	.	ID=AT2G29380;Note=protein_coding_gene;Name=AT2G29380	AT2G29380	5593
Chr2	TAIR10	gene	12610543	12612894	.	-	.	ID=AT2G29390;Note=protein_coding_gene;Name=AT2G29390	AT2G29390	7434
Chr2	TAIR10	gene	12613081	12615399	.	-	.	ID=AT2G29400;Note=protein_coding_gene;Name=AT2G29400	AT2G29400	6898
Chr2	TAIR10	gene	12616564	12617987	.	+	.	ID=AT2G29410;Note=protein_coding_gene;Name=AT2G29410	AT2G29410	4310
Chr2	TAIR10	gene	12617936	12618899	.	-	.	ID=AT2G29420;Note=protein_coding_gene;Name=AT2G29420	AT2G29420	3398
Chr2	TAIR10	gene	12619554	12620027	.	+	.	ID=AT2G29430;Note=protein_coding_gene;Name=AT2G29430	AT2G29430	2270
Chr2	TAIR10	gene	12620060	12621148	.	-	.	ID=AT2G29440;Note=protein_coding_gene;Name=AT2G29440	AT2G29440	1149
Chr2	TAIR10	gene	12624586	12625637	.	-	.	ID=AT2G29450;Note=protein_coding_gene;Name=AT2G29450	AT2G29450	200
Chr2	TAIR10	gene	12625854	12625985	.	-	.	ID=AT2G29452;Note=protein_coding_gene;Name=AT2G29452	AT2G29452	1468
Chr2	TAIR10	gene	12626536	12627678	.	-	.	ID=AT2G29460;Note=protein_coding_gene;Name=AT2G29460	AT2G29460	2150
Chr2	TAIR10	gene	12628541	12629543	.	-	.	ID=AT2G29470;Note=protein_coding_gene;Name=AT2G29470	AT2G29470	4155
Chr2	TAIR10	gene	12630198	12631321	.	-	.	ID=AT2G29480;Note=protein_coding_gene;Name=AT2G29480	AT2G29480	5812
Chr2	TAIR10	gene	12631378	12632473	.	-	.	ID=AT2G29490;Note=protein_coding_gene;Name=AT2G29490	AT2G29490	6992
Chr2	TAIR10	gene	12633091	12633805	.	-	.	ID=AT2G29500;Note=protein_coding_gene;Name=AT2G29500	AT2G29500	8705
Chr2	TAIR10	gene	12634514	12638018	.	+	.	ID=AT2G29510;Note=protein_coding_gene;Name=AT2G29510	AT2G29510	10128
Chr2	TAIR10	gene	12638156	12638228	.	-	.	ID=AT2G29520;Note=tRNA;Name=AT2G29520	AT2G29520	13770
Chr2	TAIR10	gene	12638334	12640820	.	+	.	ID=AT2G29525;Note=protein_coding_gene;Name=AT2G29525	AT2G29525	13948
